사업소명,사업소전화번호,소재지도로명주소,소재지지번주소,위도,경도,트랙터및작업기보유대수,경운기및작업기보유대수,관리기및작업기보유대수,땅속작물수확기보유대수,탈곡기및정선작업기보유대수,자주형파종기보유대수,이앙작업기보유대수,벼수확및운반작업기보유대수,기타임대농기계보유정보,관리기관전화번호,관리기관명,데이터기준일자,제공기관코드,제공기관명
수승대권역 농기계임대사업소,055-940-7596,경상남도 거창군 위천면 송계로 326-31,경상남도 거창군 위천면 장기리 269-9,35.75115135,127.8350337,42,20,34,14,9,0,2,0,잔가지파쇄기(5)+굴삭기(5)+동력살분무기(4)+보행제초기(4)+진동배토기(2)+전지가위(7)+콩탈곡기(8)+그외 기종(32),055-940-8212,경상남도 거창군청,2024-08-08,5470000,경상남도 거창군
동부권역 농기계임대사업소,055-940-7846,경상남도 거창군 가조면 가북로 20,경상남도 거창군 가조면 장기리 1569,35.715683,128.0003127,38,16,42,10,11,4,4,0,잔가지파쇄기(5)+굴삭기(5)+동력살분무기(2)+보행제초기(4)+전지가위(7)+콩탈곡기(6)+그외 기종(32),055-940-8212,경상남도 거창군청,2024-08-08,5470000,경상남도 거창군
남부권역 농기계임대사업소,055-940-7795,경상남도 거창군 신원면 신차로 3013,경상남도 거창군 신원면 과정리 967,35.56308826,127.9256688,33,14,26,9,9,3,3,0,잔가지파쇄기(3)+굴삭기(4)+동력살분무기(5)+보행제초기(4)+진동배토기(4)+콩탈곡기(9)+그외 기종(3),055-940-8212,경상남도 거창군청,2024-08-08,5470000,경상남도 거창군
강화군농기계은행 본점,032-930-4174,인천광역시 강화군 불은면 중앙로 742-2,인천광역시 강화군 불은면 삼성리 1027-42,37.70416807,126.4364707,119,10,40,24,28,2,0,0,,032-930-4175,인천광역시 강화군청,2024-07-11,3570000,인천광역시 강화군
강화군농기계은행 교동분점,032-932-4121,인천광역시 강화군 교동면 교동남로 333,인천광역시 강화군 교동면 상용리 876-9,37.77597405,126.305462,62,3,17,3,17,0,0,0,,032-930-4175,인천광역시 강화군청,2024-07-11,3570000,인천광역시 강화군
강화군농기계은행 삼산분점,032-932-3209,인천광역시 강화군 삼산면 삼산북로 468-8,인천광역시 강화군 삼산면 석모리 525-1,37.70511304,126.3222589,54,1,11,2,13,0,0,0,,032-930-4175,인천광역시 강화군청,2024-07-11,3570000,인천광역시 강화군
홍천군 농업기술센터 본소,033-430-4180,강원특별자치도 홍천군 홍천읍 홍천로 677,,37.70916774,127.9105176,93,22,59,10,46,10,28,20,굴삭기(5)+파이프밴딩성형기(2)+동력수확기(3)+동력이식기(6)+동력제초기(6)+동력중경제초기(1)+동력파쇄기(6)+비료살포기(1)+콩예초기(3)+퇴비살포기(8)+파종기(20),033-430-4180,강원특별자치도 홍천군청,2023-10-05,4251000,강원특별자치도 홍천군
홍천군 농업기술센터 남부지소,033-430-4158,강원특별자치도 홍천군 남면 시동로 50,,37.61119924,127.7708508,44,9,24,5,14,2,9,6,굴삭기(1)+동력제초기(1)+동력파쇄기(2)+육묘잎자르기(1)+콩예취기(1)+파종기(6),033-430-4158,강원특별자치도 홍천군청,2023-10-05,4251000,강원특별자치도 홍천군
홍천군 농업기술센터 동부지소,033-430-4188,강원특별자치도 홍천군 서석면 구룡령로 2429,,37.718446,128.177342,82,9,72,6,29,2,15,3,굴삭기(3)+동력배토기(1)+동력이식기(3)+동력파쇄기(6),033-430-4188,강원특별자치도 홍천군청,2023-10-05,4251000,강원특별자치도 홍천군
홍천군 농업기술센터 서부지소,033-430-4178,강원특별자치도 홍천군 서면 감물악길 72,,37.69627386,127.6647384,39,11,22,3,15,3,6,10,굴삭기(2)+동력이식기(3)+돌력제초기(2)+동력파쇄기(2)+콩예취기(4)+퇴비살포기(1)+파종기(7),033-430-4178,강원특별자치도 홍천군청,2023-10-05,4251000,강원특별자치도 홍천군
홍천군 농업기술센터 내면지소,033-430-4197,강원특별자치도 홍천군 내면 구룡령로 5100,,37.759938,,48,2,26,8,10,0,0,0,굴삭기(2)+동력파쇄기(1)+콩예취기(1)+파종기(9),033-430-4197,강원특별자치도 홍천군청,2023-10-05,4251000,강원특별자치도 홍천군
홍천군 농업기술센터 철정지소,033-430-4194,강원특별자치도 홍천군 두촌면 북창길 24,,37.803233,127.991938,38,7,22,6,20,3,9,6,굴삭기(3)+농업용지주설치기(1)+동력이식기(2)+동력제초기(3)+동력파쇄기(3)+퇴비살포기(1)+파종기(3),033-430-4194,강원특별자치도 홍천군청,2023-10-05,4251000,강원특별자치도 홍천군
장수 농기계 임대사업장,063-351-5398,전북특별자치도 장수군 장수읍 와동길 56,전북특별자치도 장수군 장수읍 개정리 621,35.61814628,127.5104176,53,6,36,11,24,2,3,0,SS기(15)+고소작업차(4)+굴삭기(4)+동력분무기(1)+동력살분무기(2)+동력예취기(3)+동력운반차(3)+동력퇴비살포기(3)+승용비료살포기(1)+스키로우더(3)+승용제초기(11)+인력파종기(8)+잔가지파쇄기(4)+적심기(1)+휴대용전동가위(2)+점파식묘삼이식기(1)+채소이식기(1)+콩예취기(1)+파이프굴착기(1)+파이프밴딩기(2)+자주식심토파쇄기(1)+승용휴립피복기(1)+휴립피복기(1)+집게(1)+트레일러(1),063-350-2840,전북특별자치도 장수군청 농업기술센터,2024-02-22,4751000,전북특별자치도 장수군
연천군 농업기계 임대사업소(서부지소),031-839-4265,경기도 연천군 미산면 청정로 800,경기도 연천군 미산면 아미리 763-8,38.03736705,126.9412994,67,6,24,10,34,0,0,1,승용관리기(3)+비료살포기(1)+휴립피복기(1)+로터베이터(1)+콩파종기(3)+제초기(1)+농용굴삭기(2)+농용로우더(1)+동력분무기(2)+동력살분무기(2)+스피드스프레이어 퇴비살포기(2)+콩예취기(3)+휴대용전동가위(6)+승용예취기(2)+파이프밴딩성형기(1)+비닐피복기(인력형)(2)+채소이식기(2)+잔가지파쇄기(1)+사료절단기(1)+콩파종기(인력형)(9)+양파파종기(1)+자주식옥수수수확기(1)+농용고소작업차(1)+방제기(주행형)(1)+양파이식기(2)+양파전엽기(1),031-839-4201,경기도 연천군청 농업기술센터,2024-06-20,4140000,경기도 연천군
천안시농업기술센터동남구임대사업장,041-521-2966,충청남도 천안시 동남구 성남면 성남로 360,충청남도 천안시 동남구 성남면 신사리 559-20,36.7452333,127.2247618,134,21,69,27,28,3,4,1,굴착기(9)+선별기(2)+동력운반차(3)+로더(4)+파이프벤딩성형기(2)+동력배토기(2)+동력분무기(1)+동력살포기(7)+동력이식기(9)+동력제초기(10)+동력파쇄기(10)+마늘쪽분리기(1)+모판성형기(2)+무인항공방제기(1)+분무기(1)+비닐수거기(1)+ss기(1)+잔가지파쇄기(5)+콩예취기(2)+퇴비살포기(9)+휴대용전동가위(7),041-521-2864,충청남도천안시농업기술센터,2024-06-17,4490000,충청남도 천안시
천안시농업기술센터서북구임대사업장,041-521-2967,충청남도 천안시 서북구 성거읍 오목모전길38-17,충청남도 천안시 서북구 성거읍 오목리 산 35-1,36.89851218,127.2083234,81,19,49,22,31,2,2,1,굴착기(6)+선별기(1)+제피기(1)+동력운반차(3)+로더(1)+파이프벤딩성형기(2)+동력살포기(4)+동력이식기(2)+동력제초기(20)+동력파쇄기(8)+마늘쪽분리기(1)+모판성형기(2)+분무기(1)+비닐수거기(1)+육묘상자운반기구(1)+잔가지파쇄기(9)+콩예취기(4)+퇴비살포기(3)+휴대용전동가위(7),041-521-2864,충청남도천안시농업기술센터,2024-06-17,4490000,충청남도 천안시
곡성군 농업기술센터 농기계 임대사업소,061-360-8854,전라남도 곡성군 곡성읍 학정3길9,,35.28343916,127.2886527,9,4,0,20,16,3,8,0,,061-360-8854,곡성군 농업기술센터,2024-06-19,4860000,전라남도 곡성군
남양주시농업기계은행,031-590-4558,경기도 남양주시 진건읍 사릉로 234-46,경기도 남양주시 진건읍 사능리 92-1번지,37.64900034,127.1970232,76,1,25,2,16,5,16,11,자주식베일러 등(67),031-590-4564,경기도 남양주시농업기술센터,2024-07-01,3990000,경기도 남양주시
화성시농기계임대사업소,031-5189-3612,경기도 화성시 팔탄면 버들로 1613,경기도 화성시 팔탄면 매곡리 172-9번지,37.11452794,126.879548,159,75,45,50,58,2,5,22,,031-5189-3612,경기도 화성시농업기술센터,2024-06-30,5530000,경기도 화성시
태백시 농기계임대사업소,033-550-2728,강원특별자치도 태백시 구와우길 34-6,강원특별자치도 태백시 황지동 288-5,37.20659752,128.9870843,40,13,39,3,1,1,0,0,"32(굴착기5, 동력운반차3, 동력예취기1, 동력이식기(전자동)1, 동력이식기(반자동)2, 동력제초기1, 스피드스프레어1, 약초흙털이기1, 예취기5, 심토파쇄기3, 잔가지파쇄기2, 제초기(소형)3, 퇴비살포기(자주형)1, 파종기3)",033-550-2728,강원특별자치도 태백시 농업기술센터,2024-09-06,4221000,강원특별자치도 태백시
진도군농기계임대사업소(본점),061-540-6126,전라남도 진도군 군내면 가흥로 691,,34.51179054,126.2964395,122,2,44,17,13,0,12,2,농업용굴삭기(4)+농업용파이프밴딩기(1)+농산물탈수기(1)+다목적세척기(1)+동력배토기(1)+동력채소정식기(20)+마늘쪽분리기(1)+볍씨발아기(10)+볍씨온탕소독기(9)+비닐피복기(자주형)(1)+육묘상자세척기(2)+육묘상자정렬기(1)+육묘적재이송기(2)+육묘파종기(7)+울금절간기(11)+육묘 잎 자르기(4)+제초기(17)+잔가지파쇄기(1)+전동전정가위(4)+진동롤러(1)+퇴비살포기(12)+인력파종기(11),061-540-6142,전라남도 진도군청,2024-09-04,5000000,전라남도 진도군
진도군농기계임대사업소(서부),061-544-6117,전라남도 진도군 임회면 광석길 35,,34.42687553,126.2316299,141,1,43,10,20,0,14,2,굴삭기(4)+농업용파이프밴딩기(2)+다목적세척기(2)+동력배토기(3)+동력채소정식기(28)+마늘쪽분리기(1)+못자리 성형기(1)+볍씨발아기(10)+볍씨온탕소독기(7)+비닐피복기(자주형)(1)+스키로더(1)+육묘상자세척기(1)+육묘상자정렬기(1)+육묘적재이송기(3)+육묘파종기(12)+울금절간기(7)+육묘 잎 자르기(6)+제초기(24)+잔가지파쇄기(2)+전동전정가위(3)+진동롤러(1)+철코팅믹서기(1)+퇴비살포기(차량용)(9)+인력파종기(9),061-540-6142,전라남도 진도군청,2024-09-04,5000000,전라남도 진도군
진도군농기계임대사업소(조도),061-542-2276,전라남도 진도군 조도면 조도대로 512,,34.30083802,126.0485281,29,5,23,1,4,0,1,0,농업용굴착기(2)+동력배토기(1)+볍씨발아기(3)+볍씨온탕소독기(1)+비닐피복기(자주형)(1)+육묘적재이송기(1)+육묘파종기(1)+울금절간기(1)+제초기(5)+잔가지파쇄기(1)+진동로러(1)+퇴비살포기(차량용)(1)+인력파종기(4),061-540-6142,전라남도 진도군청,2024-09-04,5000000,전라남도 진도군
안동시농업기술센터 농기계 임대사업소,054-840-5674,경상북도 안동시 경동로 1462-28,경상북도 안동시 송천동 1319-68,36.538284,128.801832,102,18,33,24,36,28,0,0,SS기(5)+농업용굴삭기(14)+휴대용전동가위(8)+동력비료살포기(5)+동력제초기(14)+동력살분무기(5)+콩순제거기(4)+농업용고소작업차(4)+파이프밴딩성형기(5)+농산물세척기(2)+동력운반차(4)+땅콩박피기(2)+양파줄기절단기(1)+퇴비살포기(11)+동력파쇄기(18)+콩예취기(15)+동력이식기(4),054-840-5673,경상북도 안동시청,2024-08-26,5070000,경상북도 안동시
횡성군농기계임대사업소 북부지소,033-340-5527,강원특별자치도 횡성군 갑천면 청정로 295,강원특별자치도 횡성군 갑천면 매일리 627-7,37.5606058476,128.1105302296,13,11,16,6,22,3,5,0,항타기(1)+분무기(4)+비료살포기(1)+동력이식기(1)+동력파쇄기(1)+인력피복기(2)+육묘용파종기(4)+콩예취기(2)+ 파종기(5)+전동가위(1) +계 (22),033-340-5532,강원특별자치도 횡성군농업기술센터,2023-08-31,4261000,강원특별자치도 횡성군
횡성군농기계임대사업소 남부지소,033-340-5525,강원특별자치도 횡성군 안흥면 안흥동2길 119,강원특별자치도 횡성군 안흥면 안흥리 1088-1,37.4047910130,128.1508466799,21,11,16,6,25,3,3,0,항타기(2)+분무기(4)+ 비료살포기(2)+동력이식기(1)+ 동력파쇄기(2)+ 인력피복기(2)+ 육묘용파종기(4)+ 콩예취기(3)+ 파종기(5)+ 전동가위(1) +계(26),033-340-5532,강원특별자치도 횡성군농업기술센터,2023-08-31,4261000,강원특별자치도 횡성군
해남군농업기술센터 서부농기계임대사업소,061-531-4291,전라남도 해남군 문내면 심동길 7,전라남도 해남군 문내면 용암리 889,34.6028505600,126.3279563000,52,3,9,6,18,1,0,0,농업용굴착기(4)+농산물선별기(2)+동력배토기(5)+동력제초기(2)+마늘쪽분리기(2)+동력파쇄기(2)+비닐피복기(2)+육묘잎자르기(2)+전동가위(3)+차량용퇴비살포기(1)+파이프밴딩성형기(1)+인력식파종기(7),061-531-4291,전라남도 해남군농업기술센터,2024-11-29,4930000,전라남도 해남군
해남군농업기술센터 남부농기계임대사업소,061-531-4294,전라남도 해남군 현산면 매화길 37-15,전라남도 해남군 현산면 월송리 207,34.4119750020,126.5832195369,50,3,10,9,23,1,0,0,농업용굴착기(4)+농산물선별기(4)+동력배토기(5)+동력제초기(2)+마늘쪽분리기(6)+동력파쇄기(2)+비닐피복기(2)+전동가위(3)+차량용퇴비살포기(2)+파이프밴딩성형기(1)+인력식파종기(9),061-531-4294,전라남도 해남군농업기술센터,2024-11-29,4930000,전라남도 해남군
해남군농업기술센터 북부농기계임대사업소,061-531-4297,전라남도 해남군 산이면 원금길 428,전라남도 해남군 산이면 금송리 847-2,34.6209488651,126.4859000766,54,2,10,9,22,1,0,0,농업용굴착기(4)+농산물선별기(2)+동력배토기(3)+동력제초기(3)+마늘쪽분리기(3)+동력파쇄기(2)+비닐피복기(2)+육묘잎자르기(1)+전동가위(2)+차량용퇴비살포기(2)+파이프밴딩성형기(1)+인력식파종기(9),061-531-4297,전라남도 해남군농업기술센터,2024-11-29,4930000,전라남도 해남군
함안군농업기술센터 가야권 농기계임대사업소,055-580-4484,경상남도 함안군 가야읍 삼봉로 422,경상남도 함안군 가야읍 묘사리 910,35.2909803855,128.3813671953,113,5,28,17,20,0,0,0,농용고압세척기(3)+자주형퇴비살포기(6)+온탕소독기(1)+탈망기(1)+콩수확기(2)+콩콤바인(1)+잔가지파쇄기(3)+마늘선별기(4)+마늘쪽분리기(2)+농업용굴착기(3)+덩쿨파쇄기(1)+그래플(2)+잡곡탈곡기(2)+톤백저울(10)+벼직파기(2)+파이프벤딩기(4)+동력운반차(1)+사료작물수확기(1)+동력제초기(5)+다목적 파종기(5),055-580-4484,경상남도 함안군농업기술센터,2024-10-18,5400000,경상남도 함안군
함안군농업기술센터 삼칠권 농기계임대사업소,055-580-4492,경상남도 함안군 칠서면 회산길 108,경상남도 함안군 칠서면 회산리 34-3,35.3180957967,128.4992958659,98,5,16,154,15,0,1,0,농용고압세척기(2)+자주형퇴비살포기(4)+온탕소독기(1)+탈망기(2)+콩수확기(3)+잔가지파쇄기(3)+마늘선별기(2)+마늘쪽분리기(2)+농업용굴착기(2)+덩쿨파쇄기(1)+그래플(1)+잡곡탈곡기(1)+톤백저울(5)+벼직파기(1)+파이프벤딩기(2)+동력운반차(2)+사료작물수확기(2)+동력제초기(3)+고소작업차(1)+다목적 파종기(8),055-580-4492,경상남도 함안군농업기술센터,2024-10-18,5400000,경상남도 함안군
함안군농업기술센터 중부권 농기계임대사업소,055-580-4442,경상남도 함안군 산인면 서봉로 13,경상남도 함안군 산인면 부봉리 469-1,35.3039771278,128.437555,25,0,6,8,8,0,1,0,농용고압세척기(1)+자주형퇴비살포기(1)+콩수확기(1)+잔가지파쇄기(1)+농업용굴착기(1)+잡곡탈곡기(1)+벼직파기(1)+스피드스프레이어(1)+동력제초기(1)+다목적 파종기(8),055-580-4442,경상남도 함안군농업기술센터,2024-10-18,5400000,경상남도 함안군
장흥군농업기계임대사업소,061-863-9088,전라남도 장흥군 장흥읍 잣두길 8,전라남도 장흥군 장흥읍 행원리 982-5,34.69212182,126.9013018,132,4,41,9,11,22,3,2,굴착기(7)+예취기(37)+동력살분무기(11)+목재파쇄기(6)+스키드로더(2)+양파전엽기(2)+자주식퇴비살포기(1)+전동가위(11)+종자소독(5)+동력제취기(4)+파이프밴딩성형기(1)+동력분무기(2)+다목적운반차(2)+동력배토기(2)+탈망기(2),061-860-6562,전라남도 장흥군농업기술센터,2024-10-16,4910000,전라남도 장흥군
남부농업기계임대사업소,061-860-6570,전라남도 장흥군 관산읍 장흥대로 1375,전라남도 장흥군 관산읍 외동리 35,34.5296191226,126.9532940076,66,2,25,4,9,5,4,2,굴삭기(3)+예취기(12)+동력살분무기(5)+목재파쇄기(4)+스키드로더(1)+양파전엽기(1)+자주식퇴비살포기(1)+전동가위(3)+종자소독(2)+동력제취기(3)+동력분무기(1)+다목적운반차(1)+동력배토기(3)+탈망기(1)+순제거기(3)+마늘분리기(2)+스피드스프레이(1)+콤바인(1)+쪼그리(1)+지주대항타기(1)+인력파종(2)+이식기(1),061-860-6562,전라남도 장흥군농업기술센터,2024-10-16,4910000,전라남도 장흥군
북부농업기계임대사업소,061-860-6550,전라남도 장흥군 장평면 곰치로 256,전라남도 장흥군 장동면 조양리 873-1,34.7668544312,126.9777735879,51,4,22,2,8,2,0,0,굴착기(3)+예취기(8)+동력살분무기(3)+동력분무기(3)+목재파쇄기(4)+자주식퇴비살포기(1)+전동가위(4)+동력파쇄기(2)+탈망기(2)+농작업편이기구(1),061-860-6562,전라남도 장흥군농업기술센터,2024-10-16,4910000,전라남도 장흥군
제천시 농업기술센터,043-641-3412,충청북도 제천시 봉양읍 제천북로3길20,충청북도 제천시 봉양읍 미당리 211-11,37.1622265,128.1753077,159,0,85,56,70,0,0,8,예초기(37)+베일러(5)+스피드스프레이어(8)+파종기(5)+콤바인(3)+파쇄기(17)+일륜관리기(22)+굴삭기(10)+로우더(1)+이식기(3)+탈망기(5)+나무수확기(2)+밴딩기(2),043-641-3412,충청북도 제천시청,2024-10-16,4400000,충청북도 제천시
농업기술센터,061-240-4161,전라남도 신안군 압해읍 압해로 1042,전라남도 신안군 압해읍 동서리 520,34.86111813,126.2992816,110,1,8,5,6,0,0,1,굴삭기(2)+양파정식기(2),061-240-4025,농업기술센터,2024-10-15,5010000,전라남도 신안군
지도읍농기계임대센터,061-275-7997,전라남도 신안군 지도읍 봉리길 112,전라남도 신안군 지도읍 광정리 1040,35.06837214,126.2127367,99,0,10,2,4,0,0,0,굴삭기(2)+양파정식기(4),061-240-4025,농업기술센터,2024-10-15,5010000,전라남도 신안군
증도면농기계임대센터,061-271-1158,전라남도 신안군 증도면 문준경길 227-28,전라남도 신안군 증도면 증동리 1971-2,34.99924285,126.138593,74,0,10,2,5,0,0,0,굴삭기(2)+양파정식기(3)+대파정식기(2)+대파파종기(1),061-240-4025,농업기술센터,2024-10-15,5010000,전라남도 신안군
임자면농기계임대센터,061-240-4951,전라남도 신안군 임자면 임자로 113-4,전라남도 신안군 임자면 진리 431-35,35.0848537291,126.1099135523,95,0,10,4,5,0,0,0,굴삭기(2)+양파정식기(3)+대파정식기(3)+대파파종기(4),061-240-4025,농업기술센터,2024-10-15,5010000,전라남도 신안군
정읍시 농기계임대사업소 서남권,063-539-6294,전북특별자치도 정읍시 소성면 보화1길 88,전북특별자치도 정읍시 소성면 보화리 455-2,35.55391694,126.7736189,54,27,33,25,22,0,0,2,경운기_DT-10DE및DT100N(13)+관리기_본체포함__AMC900SM및ASC-630(16)+구굴기_관__DR-25및RT-60(5)+그레이더_TKG-3000및JHRG-2400(1)+논두렁조성기_트__AZ-700CH및SWL-450T(6)+논쟁기_트__YS-5P(3)+논쟁기_트__YS-4P(1)+농업용운반차_HSW-LD1000및ACEⅢ(1)+농용굴삭기_TE1000및U-10-3S(3)+농축산방역기_SOL-POWER100-2(3)+다목적파종기_트__HG-800A(3)+동력배토기_MKF345(3)+동력분무기_SOL-750W4(10)+동력살분무기_MD-6210(8)+동력살분무기_유__L3PSA(3)+동력예취기_HRM-70(5)+동력전정기_트리머__KHT2650EZ및E8FL750(2)+동력제초기_HR-900(2)+땅속작물수확기_트__HD-1000G및DSH1000(2)+땅속작물수확기_경__DRK-650및DS-1000(7)+땅속작물수확기_경__DR-700및DRG-900(6)+땅속작물수확기_트__DR-1200G및1200DD(4)+땅속작물수확기_트__HD-C1600G및DRGH-1650(2)+땅속작물수확기_트__MPH670및680및690(4)+땅콩탈곡기_모__SB-200(1)+땅콩탈피기_모__SB-500및GO-PPL1000(3)+로타리_경__DT-10DE(3)+로타리_이동식165__WJ165GO및165MV(1)+로타리_트__YJ215GM(3)+로타리_트160__YJ-160OS및DWL102-4(1)+로터리_트__DW195GM및IT및YPG-1502(2)+밭쟁기_트__YS-3B(3)+밭쟁기_트__DWP2S(2)+배부식예취기_TB430S(10)+배토기_경__DT-10DE(3)+보리전용배토기_WJG-300및DWL104(5)+비닐피복기_관__AM-180(5)+비닐피복기_인__SV-20및BG-777B(5)+비료살포기_트__EC-750및EC-5000H(5)+사다리_116㎏__BA-1355(3)+사다리_19㎏__BA-0710(0815)+및SW0820(15)+석회살포기_EC-1000A(2)+스키,063-539-6281,전북특별자치도 정읍시청,2025-01-01,4691000,전북특별자치도 정읍시
군위군 농업기술센터,054-380-7055,대구광역시 군위군 효령면 효우로 97,대구광역시 군위군 효령면 성리 111-2,,,130,46,24,38,24,3,0,5,0,054-380-7055,대구광역시 군위군 농업기술센터,2023-07-13,5141000,대구광역시 군위군
자은면농기계임대센터,061-240-4088,전라남도 신안군 자은면 구영2길 28-10,전라남도 신안군 자은면 구영리 378-1,34.88331763,126.047683,103,1,15,3,3,0,0,0,굴삭기(3)+양파정식기(2)+대파정식기(4)+대파파종기(3),061-240-4025,농업기술센터,2024-10-15,5010000,전라남도 신안군
비금면농기계임대센터,061-275-7878,전라남도 신안군 비금면 서남문로 811,전라남도 신안군 비금면 덕산리 145-43,34.75102781,125.930303,94,1,10,3,4,0,0,0,굴삭기(2)+양파(2)+대파정식기(3)+대파파종기(3),061-240-4025,농업기술센터,2024-10-15,5010000,전라남도 신안군
도초면농기계임대센터,061-240-4953,전라남도 신안군 도초면 서남문로 1527,전라남도 신안군 도초면 수항리324-2,34.70246598,125.9547909,74,1,8,1,3,0,0,1,굴삭기(1),061-240-4025,농업기술센터,2024-10-15,5010000,전라남도 신안군
하의면농기계임대센터,061-275-4050,전라남도 신안군 하의면 곰실길 12,전라남도 신안군 하의면 웅곡리 250-2,34.60707552,126.0366692,54,1,9,2,3,0,2,0,굴삭기(1),061-240-4025,농업기술센터,2024-10-15,5010000,전라남도 신안군
신의면농기계임대센터,061-271-9267,전라남도 신안군 신의면 가락길 12,전라남도 신안군 신의면 상태동리 602-1,34.59010233,126.0951759,55,4,7,1,2,0,0,0,굴삭기(2),061-240-4025,농업기술센터,2024-10-15,5010000,전라남도 신안군
장산면농기계임대센터,061-271-2551,전라남도 신안군 장산면 현터길 6,전라남도 신안군 장산면 대리 99-1,34.637954,126.146119,81,0,9,2,4,0,0,0,굴삭기(1)+양파정식기(1),061-240-4025,농업기술센터,2024-10-15,5010000,전라남도 신안군
안좌면농기계임대센터,061-275-6716,전라남도 신안군 안좌면 중부로 692,전라남도 신안군 안좌면 대척리 685-1,34.74136252,126.131589,96,0,12,2,5,0,0,0,굴삭기(3)+양파정식기(3)+대파정식기(2)+대파파종기(1),061-240-4025,농업기술센터,2024-10-15,5010000,전라남도 신안군
팔금면농기계임대센터,061-240-4178,전라남도 신안군 팔금면 삼층석탑길 145,전라남도 신안군 팔금면 읍리 417-1,34.784958,126.1422301,59,0,9,2,2,0,0,1,굴삭기(1)+양파정식기(1)+대파정식기(1)+대파파종기(1),061-240-4025,농업기술센터,2024-10-15,5010000,전라남도 신안군
암태면농기계임대센터,061-240-4106,전라남도 신안군 암태면 승봉로 12,전라남도 신안군 암태면 단고리 968-4,34.82618045,126.1123419,68,0,10,2,2,0,0,1,굴삭기(1)+양파정식기(1)+대파정식기(3)+대파파종기(1),061-240-4025,농업기술센터,2024-10-15,5010000,전라남도 신안군
본소,063-454-5236,전북특별자치도 군산시 개정면 운회길 32,전북특별자치도 군산시 개정면 운회리 633-7,35.96046969,126.781959,117,3,64,13,30,15,0,1,고추세척기(1)+농산물세척기(1)+굴삭기(3)+주행형분무기(2)+기타(67),063-454-5236,군산시농업기술센터,2024-10-14,4671000,전북특별자치도 군산시
동부,063-454-5285,전북특별자치도 군산시 임피면 서원석곡로 584,전북특별자치도 군산시 임피면 읍내리 204-2,35.98160505,126.8498059,63,2,31,8,23,23,0,1,고추세척기(1)+농산물선별기(1)+굴삭기(3)+주행형분무기(3)+기타(82),063-454-5285,군산시농업기술센터,2024-10-14,4671000,전북특별자치도 군산시
서부,063-454-5280,전북특별자치도 군산시 옥서면 옥봉들3길 12,전북특별자치도 군산시 옥서면 옥봉리 1316-3,35.923267,126.643291,60,2,26,6,16,13,0,0,굴삭기(2)+주행형분무기(1)+동력배토기(7)+동력살분무기(7)+기타(25),063-454-5280,군산시농업기술센터,2024-10-14,4671000,전북특별자치도 군산시
광양시 농업기계임대사업장 본소,061-797-3433,전라남도 광양시 봉강면 인덕로 1169-20,전라남도 광양시 봉강면 지곡리 862-36,34.98789317,127.576521,55,16,208,15,36,10,16,48,상하차사다리(42)+소형관리기(43)+잔가지파쇄기(13)+제초기(6)+원판쟁기(12)+이식기(10)+승용관리기(15)+피복기(15)+비료살포기(9)+전정가위(35)+기타 농기계(47),061-797-3558,전라남도 광양시청,2024-10-11,4840000,전라남도 광양시
광양시 농업기계임대사업장 분소,061-797-3533,전라남도 광양시 진상면 지원길 16,전라남도 광양시 진상면 지원리 1528-1,35.0167424800,127.724349,16,8,39,3,7,1,2,5,상하차사다리(6)+소형관리기(4)+잔가지파쇄기(10)+제초기(7)+원판쟁기(4)+이식기(1)+승용관리기(2)+피복기(2)+비료살포기(3)+전정가위(5)+기타 농기계(49),061-797-3558,전라남도 광양시청,2024-10-11,4840000,전라남도 광양시
영천시농기계임대사업소,054-339-7228,경상북도 영천시 청통면 호당1길 66-17,경상북도 영천시 청통면 호당리 436,35.99374194,128.8887524,179,67,151,35,61,32,0,0,승용제초기(66)+동력운반차(15)+농용굴삭기(33)+기타(420),054-339-7225,경상북도 영천시청,2024-10-10,5100000,경상북도 영천시
농업기술센터,061-380-0133,전라남도 담양군 담양읍 면앙정로 730,전라남도 담양군 담양읍 천변리 396-2,35.31185443,126.9741805,146,21,48,16,10,0,22,6,논두렁제초기(10)+논두렁조성기(10)+다목적파종기(15),061-380-0129,담양군 농업기술센터,2023-12-01,4850000,전라남도 담양군
남부지소,061-380-0136,전라남도 담양군 창평면 용운길 31,전라남도 담양군 창평면 삼천리 192-3,35.23314499,127.0238243,63,10,20,9,6,0,5,3,논두렁제초기(5)+논두렁조성기(5)+다목적파종기(5),061-380-0135,담양군 농업기술센터,2023-12-01,4850000,전라남도 담양군
고창군 본소 농기계임대사업소,063-560-8847,전북특별자치도 고창군 고창읍 중거리당산로 94,전북특별자치도 고창군 고창읍 읍내리 515-1,,,5,2,30,22,37,15,0,2,,063-560-8849,전북특별자치도 고창군청,2024-05-13,4781000,전북특별자치도 고창군
고창군 서부권 농기계임대사업소,063-560-8860,전북특별자치도 고창군 해리면 동시길 15,전북특별자치도 고창군 해리면 하련리 104-4,,,4,2,30,22,35,22,0,1,,063-560-8849,전북특별자치도 고창군청,2024-05-13,4781000,전북특별자치도 고창군
고창군 남부권 농기계임대사업소,063-560-8557,전북특별자치도 고창군 대산면 칠거리로 411-7,전북특별자치도 고창군 대산면 성남리 635-1,,,3,3,29,18,32,20,0,2,,063-560-8849,전북특별자치도 고창군청,2024-05-13,4781000,전북특별자치도 고창군
